GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,ASITUR006002001,ASITUR00C001002,ASITUR003003002,ASITUR00A002001,ASITUR007001002,ASITUR008003004,ASITUR005001000,ASITUR006001001,ASITUR00A002004,ASITUR009000005,ASITUR003002001,ASITUR002002001,ASITUR008001003,ASITUR00C003002,ASITUR00A001003,ASITUR004001003,ASITUR00B001003,ASITUR00B002003,ASITUR004002004,ASITUR006001003,ASITUR004001001,ASITUR002002002,ASITUR008002002,ASITUR008003003,ASITUR003002002,ASITUR00C002002,ASITUR004002003,ASITUR002001002,ASITUR00B001002,ASITUR00A001002,ASITUR00A001001,ASITUR004001002,ASITUR00C001001,ASITUR009000003,ASITUR009000006,ASITUR00B002004,ASITUR006003001,ASITUR00A002003,ASITUR006001002,ASITUR001000000,ASITUR003001000,ASITUR006003002,ASITUR008001002,ASITUR005002002,ASITUR00A002002,ASITUR008002001,ASITUR007002001,ASITUR00C001003,ASITUR007001001,ASITUR002001003,ASITUR007001005,ASITUR004002001,ASITUR005002001,ASITUR003003003,ASITUR00B001001,ASITUR003003001,ASITUR00C003001,ASITUR006002002,ASITUR003002003,ASITUR00B002002,ASITUR007001004,ASITUR007001003,ASITUR009000002,ASITUR006003003,ASITUR009000004,ASITUR004002002,ASITUR008003001,ASITUR00C002001,ASITUR00C003004,ASITUR008002003,ASITUR00C003003,ASITUR007002002,ASITUR002001001,ASITUR008003002,ASITUR009000001,ASITUR00B001004,ASITUR003003004,ASITUR00B002001,ASITUR004002005,ASITUR007002003,ASITUR008001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,-6.308263688,-14.9556809,-9.406838262,-28.26007419,-3.904956063,-7.755397233,6.741134863,19.67506942,-24.69961415,-11.69702323,9.154084742,5.569864178,11.35515933,-6.57202027,-25.47895345,-3.034179751,-4.733179197,-27.85997617,-3.649208255,-1.393322954,14.29382619,4.525889821,6.083424945,-15.00092801,0.655015528,-10.72705443,,-7.691191226,-6.406084597,-4.731356962,-31.22983512,13.24677669,0.592525309,3.681788922,1.584604953,3.176078705,-2.236955422,-20.42237802,2.942011407,2.103071971,7.203979321,0.551984715,-0.490057836,3.303367999,-28.02281375,2.14421811,1.1827461,3.203708686,-18.60275406,-1.370216476,-11.11706402,15.5648075,-5.698819082,-13.33898559,-3.170266438,2.161437238,-18.24949512,-2.077808766,13.92963929,-38.42048575,-4.784426356,3.430338816,-5.184792293,,-1.78919974,4.042021011,-4.229585013,-7.450114233,-2.515019329,4.127209891,-6.163292415,-18.14597643,33.18554745,-10.15464104,-1.479581048,9.215304611,-4.646315645,-9.007714243,52.57986535,-30.03528358,-3.049525356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,92684,17624,35636,24586,18892,30294,377108,171982,8791,14374,76570,80207,10069,20133,6027,24586,13795,24270,25532,17328,180171,42818,20869,27073,57412,62996,,35973,36075,29336,50809,62802,68550,30844,13777,13369,47298,11944,45579,920955,306387,33864,15440,13374,28937,26171,64169,7157,23455,29968,19273,119301,107316,38553,49192,76526,26083,117894,80782,13379,23171,27740,35790,,25050,50354,59628,38320,17932,16205,28457,43309,88618,33384,52923,15705,18807,35053,22774,32948,27839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,133181,58369,52252,50799,23661,39393,286224,81525,22317,25934,55017,75403,25727,38165,11387,14481,25202,31374,35786,22702,94846,31327,25340,60095,42207,111060,,41079,48438,30661,97300,53220,65051,36693,17780,15715,85539,13305,31710,513507,186012,59394,24080,16145,47268,37860,67476,11199,35081,24698,30021,119090,104529,39617,66015,72839,68165,99465,37861,37448,25125,28439,72748,,32523,66252,111272,87632,34994,32592,22507,78936,37283,70556,62900,18828,20865,67406,22260,59223,71848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,-40497,-40745,-16616,-26213,-4769,-9099,90884,90457,-13526,-11560,21553,4804,-15658,-18032,-5360,10105,-11407,-7104,-10254,-5374,85325,11491,-4471,-33022,15205,-48064,,-5106,-12363,-1325,-46491,9582,3499,-5849,-4003,-2346,-38241,-1361,13869,407448,120375,-25530,-8640,-2771,-18331,-11689,-3307,-4042,-11626,5270,-10748,211,2787,-1064,-16823,3687,-42082,18429,42921,-24069,-1954,-699,-36958,,-7473,-15898,-51644,-49312,-17062,-16387,5950,-35627,51335,-37172,-9977,-3123,-2058,-32353,514,-26275,-44009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,-23.96826012,-70.23250242,-22.54787148,-56.44566515,-13.4134182,-26.80642895,25.58512705,64.31160096,-106.7182137,-63.56433139,25.45438011,4.851731333,-86.78350127,-45.15846283,-59.51191349,57.90515703,-50.06528633,-21.18826056,-40.76424005,-22.70307721,45.11997047,27.39432112,-18.28461594,-58.36007861,19.86110939,-40.03925286,,-14.0359558,-23.77406275,-4.676616389,-54.78084891,14.84490467,3.130296466,-12.06717096,-23.46775163,-12.46884118,-33.86630333,-9.303915369,30.7223371,46.08548563,39.8752018,-28.26575791,-40.68237144,-12.57028541,-61.14888926,-32.83016589,-3.459022301,-38.85679129,-32.72265677,18.02553675,-45.0835144,0.195461314,1.423939192,-1.760723618,-21.50260011,3.212051597,-67.5840183,12.38208082,70.20238326,-59.82216644,-7.1243665,-2.232274733,-44.66266743,,-21.89277433,-23.05641847,-45.54128557,-38.89836351,-75.0624714,-75.66624109,21.76895637,-51.01600273,96.81309801,-48.44734421,-11.10817303,-36.65342386,-6.902774191,-43.58019528,3.474733818,-41.88495864,-73.81750509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,124479,19370,25053,17162,12313,20273,326301,123737,,12341,60657,65588,,20542,6480,17269,9878,13606,33826,14624,141460,27428,21591,25299,43521,46883,,24462,25880,24246,34250,53563,52589,23308,10526,6990,44580,,24326,995717,276378,23957,,13027,26759,22565,52529,,18457,21749,16094,137408,71113,26327,36364,71669,21281,131573,43712,12425,16662,15653,28124,,20159,44380,53547,30660,10960,14532,9368,33463,49734,25974,29999,9118,17362,22187,,20843,38943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,97545,36742,50832,54474,14704,40189,256790,41000,,32713,41580,60740,,16617,20288,14260,29766,34115,37975,23449,57819,29470,37094,59196,32951,79095,,31955,47044,49820,122548,47053,53070,58136,32831,11462,48582,,30821,339040,130170,57906,,12093,131784,49342,68534,,27270,27259,35741,54146,98297,30936,71571,50723,56031,56856,27714,46254,27370,31510,71034,,48885,38027,84769,57460,42271,37101,14533,109914,31827,71720,81494,29450,16792,42967,,55345,68311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,26934,-17372,-25779,-37312,-2391,-19916,69511,82737,,-20372,19077,4848,,3925,-13808,3009,-19888,-20509,-4149,-8825,83641,-2042,-15503,-33897,10570,-32212,,-7493,-21164,-25574,-88298,6510,-481,-34828,-22305,-4472,-4002,,-6495,656677,146208,-33949,,934,-105025,-26777,-16005,,-8813,-5510,-19647,83262,-27184,-4609,-35207,20946,-34750,74717,15998,-33829,-10708,-15857,-42910,,-28726,6353,-31222,-26800,-31311,-22569,-5165,-76451,17907,-45746,-51495,-20332,570,-20780,,-34502,-29368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,15.83579782,-37.54492662,-37.71619438,-95.40124672,-8.194628423,-59.74590889,24.90352308,89.65383846,,-98.61220696,27.05268659,5.417165307,,13.85792188,-133.1635999,19.56150758,-87.71395934,-71.93149515,-8.587564073,-36.84198442,61.6167878,-5.220290107,-60.96594629,-58.47037282,15.3799592,-34.75656271,,-21.21079591,-46.06236832,-93.30614002,-113.170064,11.26398915,-0.481420039,-73.92894517,-135.2888193,-32.92350733,-4.100468654,,-16.99071985,107.5597391,63.7561109,-41.55270954,,4.74169442,-163.5413058,-66.09932054,-18.85428833,,-27.73507387,-20.71163836,-80.38821366,108.2139794,-17.16994098,-8.707883478,-54.24970396,20.6378155,-70.16955792,68.29791775,32.87872809,-100.4640251,-41.04490484,-55.65470706,-54.57641907,,-83.97499985,10.46568424,-29.05523491,-29.95196509,-140.7302367,-88.70468521,-24.71096779,-105.8279353,46.68648981,-67.49138764,-67.87567396,-153.8054209,2.135711342,-37.89426079,,-64.30509789,-29.42868194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,99672,14552,21663,13662,,17096,257516,54427,,12276,43421,53501,,,,13136,7703,11070,24909,12706,94085,24974,18001,20257,31811,40225,,23754,23619,19628,29407,44995,37007,21962,12724,5211,39667,,18323,576782,194245,25181,,,25209,23590,43071,,,21301,15034,80410,61478,23390,33149,48113,22620,89342,23742,11237,15664,18876,20916,,21662,36857,38687,27559,18217,12043,,31331,31066,22060,25821,8489,11026,15506,,20020,29219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,75843,28166,37518,32667,,27559,220885,29088,,23131,34056,50241,,,,12041,16989,20310,29811,16751,46651,26808,27136,37969,29716,52775,,29269,37302,31211,78152,36489,41263,41917,26799,6263,34798,,23471,279184,112072,35681,,,75635,34684,48216,,,23553,21114,39123,72101,23353,46093,41614,40115,39749,20684,25583,17063,30043,45146,,32919,29775,52396,42068,36449,21820,,69018,27628,38842,51317,26286,13935,27500,,34299,47770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,23829,-13614,-15855,-19005,,-10463,36631,25339,,-10855,9365,3260,,,,1095,-9286,-9240,-4902,-4045,47434,-1834,-9135,-17712,2095,-12550,,-5515,-13683,-11583,-48745,8506,-4256,-19955,-14075,-1052,4869,,-5148,297598,82173,-10500,,,-50426,-11094,-5145,,,-2252,-6080,41287,-10623,37,-12944,6499,-17495,49593,3058,-14346,-1399,-11167,-24230,,-11257,7082,-13709,-14509,-18232,-9777,,-37687,3438,-16782,-25496,-17797,-2909,-11994,,-14279,-18551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,16.41532303,-35.37031793,-26.46206895,-53.47864442,,-32.45241703,12.96481421,32.81852157,,-51.1286695,14.72522479,3.917868968,,,,7.868216358,-44.14358311,-36.97375424,-10.87002317,-17.84371202,41.08753688,-4.916494652,-38.11657789,-32.58793702,3.477643071,-16.06796943,,-16.4590754,-31.56820109,-45.38517449,-64.82215962,16.04490915,-5.15678767,-43.41030296,-54.1495065,-7.626725438,5.730031828,,-15.36354114,60.49092701,41.93256284,-14.21797097,,,-77.93673069,-26.92352496,-6.884329219,,,-8.899040152,-26.43754131,67.00015011,-6.806301676,0.077109438,-21.99568719,7.10232473,-31.2103905,56.49862977,7.02571808,-49.36495866,-5.794556265,-22.59229774,-34.51965255,,-32.57888956,13.24542947,-13.81858831,-20.89662945,-41.70211987,-38.43288789,,-54.61618892,10.29887096,-27.32090093,-35.63641243,-123.8952839,-11.80660545,-26.28107649,,-29.32650096,-20.00400058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
